"UserID","EmailAddress","FirstName","LastName","State","Department","IsManager","DateOfBirth","HireDate","Gender"
1000492,"Gabriel.Walden@company.com","Gabriel","Walden","FL","Finance",0,1996-02-12,2012-12-06,"male"
1000493,"Larry.Monteleone@company.com","Larry","Monteleone","WA","Finance",0,1997-11-30,2012-02-29,"male"
1000494,"Gladys.Brindley@company.com","Gladys","Brindley","NJ","Operations",0,1975-10-30,2015-02-27,"female"
1000495,"Antoinette.Hammons@company.com","Antoinette","Hammons","NY","Marketing",0,1992-01-08,2017-08-28,"female"
1000496,"Gertrude.Aiello@company.com","Gertrude","Aiello","IL","Finance",0,1991-04-27,2017-02-19,"female"
1000497,"Gertrude.Wood@company.com","Gertrude","Wood","PA","Marketing",0,1981-09-22,2015-08-18,"female"
1000498,"Marlene.Lara@company.com","Marlene","Lara","FL","Finance",0,1999-03-20,2013-06-18,"female"
1000499,"Earnest.Troyer@company.com","Earnest","Troyer","MA","Marketing",1,1994-10-26,2013-08-03,"male"
1000500,"Susan.Falls@company.com","Susan","Falls","NY","Finance",0,1993-04-26,2013-02-11,"female"
1000501,"Randy.Lam@company.com","Randy","Lam","MO","Finance",0,1988-10-27,2015-12-29,"male"
1000502,"Harriet.Lockhart@company.com","Harriet","Lockhart","MN","Finance",0,1999-01-06,2015-10-11,"female"
1000503,"Terry.Lowe@company.com","Terry","Lowe","NJ","Marketing",0,1959-08-23,2017-04-12,"male"
1000504,"Tonya.Brodeur@company.com","Tonya","Brodeur","CA","Finance",0,1975-02-17,2014-02-16,"female"
1000505,"Theresa.Thomas@company.com","Theresa","Thomas","NY","Marketing",0,1992-06-02,2014-02-27,"female"
1000506,"Joyce.Hays@company.com","Joyce","Hays","WA","Operations",0,1964-08-21,1996-03-15,"female"
1000507,"Pauline.Cummings@company.com","Pauline","Cummings","NY","Operations",0,1994-07-08,2014-08-16,"female"
1000508,"Douglas.Williams@company.com","Douglas","Williams","FL","Operations",0,1994-09-19,2017-01-15,"male"
1000509,"Robert.Dawson@company.com","Robert","Dawson","MI","Marketing",0,1978-12-05,2013-11-03,"male"
1000510,"Corrie.Robertson@company.com","Corrie","Robertson","RI","Finance",0,1982-03-24,2013-03-14,"female"
1000511,"Scott.William@company.com","Scott","William","WI","Marketing",0,1997-10-25,2016-05-04,"male"
1000512,"Linda.Conrad@company.com","Linda","Conrad","FL","Marketing",0,1988-01-09,2014-05-21,"female"
1000513,"Richard.Demarest@company.com","Richard","Demarest","CA","Finance",0,1994-03-21,2016-04-25,"male"
1000514,"Virgil.Long@company.com","Virgil","Long","MO","Finance",0,1967-06-09,2013-07-08,"male"
1000515,"Concepcion.Tompson@company.com","Concepcion","Tompson","OK","Operations",0,1987-12-03,2015-01-25,"female"
1000516,"Pat.Smith@company.com","Pat","Smith","FL","Finance",0,1990-12-02,2017-09-25,"female"
1000517,"Patricia.Mendoza@company.com","Patricia","Mendoza","AL","Finance",0,1960-07-16,2005-08-19,"female"
1000518,"Shawn.Deemer@company.com","Shawn","Deemer","NY","Finance",1,1987-04-28,2016-09-23,"female"
1000519,"Robert.Saucedo@company.com","Robert","Saucedo","MI","Finance",0,1988-12-02,2016-05-23,"male"
1000520,"Janice.Perez@company.com","Janice","Perez","CA","Finance",0,1976-06-06,2004-06-30,"female"
1000521,"Herbert.Deloach@company.com","Herbert","Deloach","OR","Marketing",0,1993-04-26,2016-02-09,"male"
1000522,"Lee.Montero@company.com","Lee","Montero","RI","Marketing",0,1972-09-24,2011-08-24,"male"
1000523,"Simone.Morton@company.com","Simone","Morton","NY","Finance",0,1984-04-28,2012-05-28,"female"
1000524,"Mark.Dew@company.com","Mark","Dew","MA","Operations",0,1987-12-03,2007-04-29,"male"
1000525,"Helen.Little@company.com","Helen","Little","NV","Finance",0,1991-08-15,2017-03-26,"female"
1000526,"Janie.Levi@company.com","Janie","Levi","NY","Operations",0,1996-06-01,2010-08-31,"female"
1000527,"Dorothy.Forte@company.com","Dorothy","Forte","CA","Finance",0,1954-03-31,2014-08-26,"female"
1000528,"Daria.Montalto@company.com","Daria","Montalto","PA","Finance",0,1995-01-07,2012-04-26,"female"
1000529,"Elaine.Taylor@company.com","Elaine","Taylor","CA","Finance",0,1994-06-02,2013-01-24,"female"
1000530,"Jeff.Gries@company.com","Jeff","Gries","PA","Finance",0,1977-07-12,2010-07-11,"male"
1000531,"Dolores.Charles@company.com","Dolores","Charles","WA","Operations",0,1982-09-22,2004-07-20,"female"
1000532,"Jessie.Irwin@company.com","Jessie","Irwin","CO","Finance",0,1976-10-29,2005-07-20,"female"
1000533,"Rebecca.Roy@company.com","Rebecca","Roy","CA","Finance",1,1983-01-10,2013-08-03,"female"
1000534,"Freeman.Amador@company.com","Freeman","Amador","GA","Operations",0,1992-08-14,2013-08-14,"male"
1000535,"Nathanial.Saulter@company.com","Nathanial","Saulter","OH","Operations",0,1979-04-30,2015-12-13,"male"
1000536,"Roberto.Brown@company.com","Roberto","Brown","WI","Finance",0,1997-01-06,2013-03-25,"male"
1000537,"Eugene.Weeks@company.com","Eugene","Weeks","CA","Finance",0,1996-04-25,2017-06-28,"male"
1000538,"Marla.Smith@company.com","Marla","Smith","IL","Finance",0,1983-10-28,1998-01-26,"female"
1000539,"Josefina.Short@company.com","Josefina","Short","KS","Finance",0,1971-11-01,2012-03-19,"female"
1000540,"Cheryl.Miranda@company.com","Cheryl","Miranda","PA","Finance",0,1978-10-29,2012-06-14,"female"
1000541,"Sadie.Quinn@company.com","Sadie","Quinn","CA","Finance",0,1999-01-06,2013-05-31,"female"
1000542,"Andrea.Dickerson@company.com","Andrea","Dickerson","NY","Finance",1,1989-02-13,2011-01-02,"female"
1000543,"Lavina.Vance@company.com","Lavina","Vance","TX","Finance",1,1981-10-28,2010-04-14,"female"
1000544,"Lester.Hicks@company.com","Lester","Hicks","FL","Operations",0,1995-03-21,2017-05-16,"male"
1000545,"Jess.Astorga@company.com","Jess","Astorga","CA","Marketing",0,1987-06-04,2017-05-18,"male"
1000546,"Miguel.Smith3@company.com","Miguel","Smith","NJ","Marketing",0,1989-01-08,2015-08-22,"male"
1000547,"Jeffrey.Lopez@company.com","Jeffrey","Lopez","IL","Finance",0,1964-03-28,2013-12-15,"male"
1000548,"Fred.Rogers2@company.com","Fred","Rogers","MA","Finance",0,1970-12-07,2014-02-22,"male"
1000549,"Raymond.Palmer@company.com","Raymond","Palmer","MO","Marketing",0,1989-09-20,2005-09-17,"male"
1000550,"Rosamond.McGrath@company.com","Rosamond","McGrath","WI","Operations",0,1990-08-15,2006-05-24,"female"
1000551,"Vanessa.Garvey@company.com","Vanessa","Garvey","FL","Operations",1,1960-07-16,2010-11-13,"female"
1000552,"Blair.Hundley@company.com","Blair","Hundley","PA","Finance",0,1965-12-08,2010-02-21,"female"
1000553,"Christina.Boyd@company.com","Christina","Boyd","OK","Marketing",0,1980-08-17,2009-04-26,"female"
1000554,"Kenneth.Hollingshead@company.com","Kenneth","Hollingshead","ME","Marketing",0,1978-07-12,2016-05-15,"male"
1000555,"Debora.Goering@company.com","Debora","Goering","CA","Finance",0,1992-04-26,2011-09-07,"female"
1000556,"John.White6@company.com","John","White","TX","Finance",0,1981-10-28,2012-05-14,"male"
1000557,"John.Kemp@company.com","John","Kemp","MD","Operations",0,1987-08-16,2009-03-26,"male"
1000558,"Barbara.Debellis@company.com","Barbara","Debellis","WV","Marketing",0,1974-02-17,2016-10-01,"female"
1000559,"Joseph.Rivera2@company.com","Joseph","Rivera","KS","Finance",1,1976-12-05,2008-06-03,"male"
1000560,"Brian.Annunziata@company.com","Brian","Annunziata","CA","Finance",0,1971-01-13,2014-11-10,"male"
1000561,"Frank.Moore@company.com","Frank","Moore","NY","Marketing",0,1970-09-25,2009-01-15,"male"
1000562,"Anthony.Russell@company.com","Anthony","Russell","DE","Marketing",0,1995-10-26,2016-05-14,"male"
1000563,"John.Vance@company.com","John","Vance","NC","Finance",0,1987-02-14,2014-04-05,"male"
1000564,"Valeria.Zeigler@company.com","Valeria","Zeigler","NC","Operations",0,1994-08-14,2012-10-20,"female"
1000565,"Tara.Landgraf@company.com","Tara","Landgraf","TN","Finance",0,1989-08-15,2012-09-15,"female"
1000566,"Bradley.Nail@company.com","Bradley","Nail","TX","Finance",0,1985-04-28,2012-05-26,"male"
1000567,"Blanca.Warren@company.com","Blanca","Warren","NC","Finance",0,1982-09-22,2017-08-17,"female"
1000568,"Charles.Henning@company.com","Charles","Henning","ID","Finance",0,1997-01-06,2012-07-08,"male"
1000569,"Diana.Perez@company.com","Diana","Perez","PA","Finance",0,1971-06-08,2017-06-22,"female"
1000570,"Ralph.Hill@company.com","Ralph","Hill","FL","Marketing",0,1996-09-18,2014-11-15,"male"
1000571,"Stan.Chambers@company.com","Stan","Chambers","NC","Finance",0,1989-09-20,2008-02-03,"male"
1000572,"James.Coleman@company.com","James","Coleman","CA","Operations",0,1996-02-12,2015-12-31,"male"
1000573,"Frances.Farias@company.com","Frances","Farias","PA","Operations",0,1983-02-15,2013-10-27,"female"
1000574,"Dana.Chaisson@company.com","Dana","Chaisson","WI","Finance",0,1988-10-27,2016-04-15,"female"
1000575,"Moses.McCluskey@company.com","Moses","McCluskey","NY","Marketing",0,1989-01-08,2015-09-11,"male"
1000576,"Inez.Bridges@company.com","Inez","Bridges","KY","Finance",0,1976-02-17,2006-11-07,"female"
1000577,"Melissa.Baez@company.com","Melissa","Baez","TN","Marketing",0,1989-08-15,2012-09-21,"female"
1000578,"Curtis.Koeller@company.com","Curtis","Koeller","AL","Operations",0,1973-10-30,2012-11-02,"male"
1000579,"Priscilla.Taylor@company.com","Priscilla","Taylor","UT","Marketing",0,1983-01-10,1997-04-10,"female"
1000580,"Wanda.Brown2@company.com","Wanda","Brown","WA","Marketing",0,1985-06-04,2005-03-31,"female"
1000581,"Dominga.Sims@company.com","Dominga","Sims","IA","Finance",0,1983-04-29,2014-03-10,"female"
1000582,"Deborah.Adams@company.com","Deborah","Adams","DE","Marketing",0,1995-10-26,2017-02-28,"female"
1000583,"John.Barrow@company.com","John","Barrow","NY","Finance",0,1986-01-09,2010-06-25,"male"
1000584,"Milton.Butler@company.com","Milton","Butler","NJ","Marketing",0,1962-07-16,2006-10-15,"male"
1000585,"Alex.Sams@company.com","Alex","Sams","CA","Finance",0,1986-04-28,2010-12-09,"male"
1000586,"George.Carr@company.com","George","Carr","WI","Marketing",0,1981-02-15,2008-04-25,"male"
1000587,"Doris.Valle@company.com","Doris","Valle","NC","Finance",0,1964-11-02,2014-08-27,"female"
1000588,"Leroy.Hensler@company.com","Leroy","Hensler","NV","Marketing",0,1995-04-26,2011-09-25,"male"
1000589,"Jeffrey.Madera@company.com","Jeffrey","Madera","CA","Finance",0,1989-04-27,2015-09-09,"male"
1000590,"Jennifer.Tolan@company.com","Jennifer","Tolan","MS","Marketing",0,1989-02-13,2017-06-09,"female"
1000591,"Derek.Chambers@company.com","Derek","Chambers","TN","Marketing",0,1987-07-10,2005-09-22,"male"
1000592,"Frank.Zimmermann@company.com","Frank","Zimmermann","PA","Marketing",1,1994-08-14,2008-11-12,"male"
1000593,"Rick.Scott2@company.com","Rick","Scott","PA","Marketing",0,1997-07-07,2015-06-19,"male"
1000594,"Lavinia.Mee@company.com","Lavinia","Mee","TN","Finance",0,1994-06-02,2014-02-05,"female"
1000595,"Natalie.Starnes@company.com","Natalie","Starnes","CA","Finance",0,1997-06-01,2015-08-05,"female"
1000596,"Claude.Thompson@company.com","Claude","Thompson","AZ","Finance",0,1973-08-19,2015-04-17,"male"
1000597,"Gary.Provencher@company.com","Gary","Provencher","TX","Finance",0,1973-02-17,2013-02-18,"male"
1000598,"Jamie.Steinman@company.com","Jamie","Steinman","CA","Finance",0,1991-09-20,2011-02-15,"male"
1000599,"Frank.Wallace@company.com","Frank","Wallace","FL","Finance",0,1981-03-24,2007-11-04,"male"
1000600,"Adam.Islas@company.com","Adam","Islas","CA","Marketing",0,1980-09-22,2013-02-10,"female"
1000601,"Helen.Smith@company.com","Helen","Smith","FL","Finance",0,1967-01-14,1996-09-10,"female"
1000602,"Dorothy.Boyce@company.com","Dorothy","Boyce","MI","Marketing",0,1969-08-20,2017-09-27,"female"
1000603,"Todd.Ashbaugh@company.com","Todd","Ashbaugh","KS","Marketing",0,1981-08-17,2011-07-17,"male"
1000604,"Lydia.Twedt@company.com","Lydia","Twedt","MS","Finance",0,1997-10-25,2013-11-14,"female"
1000605,"Chad.Gamache@company.com","Chad","Gamache","NY","Operations",0,1997-11-30,2013-05-04,"male"
1000606,"Marjorie.Murphy@company.com","Marjorie","Murphy","OK","Finance",0,1992-06-02,2015-04-06,"female"
1000607,"Jose.Smith4@company.com","Jose","Smith","MO","Operations",0,1964-11-02,2013-12-25,"male"
1000608,"Anna.Clark@company.com","Anna","Clark","MS","Finance",0,1987-08-16,2012-09-08,"female"
1000609,"Violet.Baird@company.com","Violet","Baird","WA","Finance",0,1986-03-23,2015-07-30,"female"
1000610,"Emil.Bryant@company.com","Emil","Bryant","OH","Marketing",0,1997-09-18,2015-09-09,"male"
1000611,"Garry.Ball@company.com","Garry","Ball","FL","Finance",0,1981-04-29,2016-02-11,"male"
1000612,"Anthony.Hennessey@company.com","Anthony","Hennessey","AR","Operations",0,1987-03-23,2014-09-11,"male"
1000613,"Marybeth.Baker@company.com","Marybeth","Baker","IL","Finance",0,1972-05-01,2014-12-04,"female"
1000614,"Kathleen.Robinson@company.com","Kathleen","Robinson","OH","Finance",0,1984-09-21,2014-07-18,"female"
1000615,"Eric.Dick@company.com","Eric","Dick","OR","Operations",0,1980-02-16,2015-03-12,"male"
1000616,"Steven.Boynton@company.com","Steven","Boynton","TX","Finance",0,1994-12-01,2009-07-11,"male"
1000617,"Ricardo.Nino@company.com","Ricardo","Nino","CA","Finance",0,1981-06-05,2008-04-23,"male"
1000618,"Maria.Martines@company.com","Maria","Martines","IN","Finance",0,1966-08-21,2005-05-02,"female"
1000619,"Justin.Hatch@company.com","Justin","Hatch","IL","Operations",0,1990-08-15,2008-08-14,"male"
1000620,"Maria.Gutman@company.com","Maria","Gutman","NY","Finance",0,1980-07-11,2009-12-31,"female"
1000621,"Eugene.Cochran@company.com","Eugene","Cochran","CA","Finance",0,1988-07-09,2014-05-12,"male"
1000622,"Edna.Greene@company.com","Edna","Greene","NY","Marketing",0,1959-11-04,2011-04-26,"female"
1000623,"Patricia.Donohue@company.com","Patricia","Donohue","TX","Finance",0,1986-08-16,2000-11-14,"female"
1000624,"Keith.Gardner@company.com","Keith","Gardner","NE","Operations",0,1994-02-12,2016-06-02,"male"
1000625,"Deborah.Allen@company.com","Deborah","Allen","CA","Marketing",0,1986-01-09,2016-08-20,"female"
1000626,"Mary.Lunt@company.com","Mary","Lunt","SC","Finance",0,1977-06-06,1995-09-01,"female"
1000627,"Joyce.Martin@company.com","Joyce","Martin","MI","Finance",0,1989-03-22,2014-09-29,"female"
1000628,"Beatrice.Jackson@company.com","Beatrice","Jackson","NC","Marketing",0,1984-06-04,1998-09-03,"female"
1000629,"Courtney.Goodwin@company.com","Courtney","Goodwin","VT","Operations",0,1991-01-08,2015-04-15,"female"
1000630,"Keith.Woodford@company.com","Keith","Woodford","MI","Finance",0,1997-04-25,2012-04-06,"male"
1000631,"Mary.Alvarez@company.com","Mary","Alvarez","NY","Finance",0,1991-09-20,2015-12-01,"female"
1000632,"Mark.Carman@company.com","Mark","Carman","VA","Finance",0,1977-09-23,2011-06-26,"male"
1000633,"Jose.Cabrera@company.com","Jose","Cabrera","MA","Operations",0,1997-07-07,2016-05-10,"male"
1000634,"Melinda.Cooper@company.com","Melinda","Cooper","MA","Operations",0,1998-10-25,2014-07-08,"female"
1000635,"Carlos.Sanchez@company.com","Carlos","Sanchez","IL","Finance",0,1965-07-15,2014-07-30,"male"
1000636,"Hannah.French@company.com","Hannah","French","OH","Finance",0,1985-08-16,2011-04-12,"female"
1000637,"Rebecca.Fuston@company.com","Rebecca","Fuston","NC","Finance",0,1992-07-08,2014-07-02,"female"
1000638,"George.Lynch@company.com","George","Lynch","FL","Operations",0,1969-03-27,2013-06-05,"male"
1000639,"Charles.Sanchez@company.com","Charles","Sanchez","PA","Operations",0,1995-02-12,2009-05-13,"male"
1000640,"Stephen.Turner@company.com","Stephen","Turner","MS","Marketing",0,1972-12-06,2012-03-09,"male"
1000641,"Ashley.Smith@company.com","Ashley","Smith","LA","Finance",0,1977-01-11,2010-08-15,"female"
1000642,"Dora.Brown@company.com","Dora","Brown","ND","Finance",0,1995-02-12,2017-09-27,"female"
1000643,"David.Raines@company.com","David","Raines","NY","Operations",0,1992-01-08,2006-04-08,"male"
1000644,"Lisa.Adams2@company.com","Lisa","Adams","PA","Finance",0,1989-12-02,2012-08-22,"female"
1000645,"Jackeline.Bartlett@company.com","Jackeline","Bartlett","CT","Finance",0,1961-07-16,2010-01-17,"female"
1000646,"Genny.Coakley@company.com","Genny","Coakley","PA","Marketing",0,1989-03-22,2015-08-03,"female"
1000647,"William.Robinson3@company.com","William","Robinson","OH","Operations",0,1971-01-13,2010-06-11,"male"
1000648,"Brian.Barrett@company.com","Brian","Barrett","CA","Finance",0,1991-02-13,2014-06-16,"male"
1000649,"Brian.Carter@company.com","Brian","Carter","NY","Finance",0,1993-09-19,2013-11-04,"male"
1000650,"Gloria.Paul@company.com","Gloria","Paul","TX","Marketing",0,1982-08-17,2017-06-23,"female"
1000651,"Laura.Williams2@company.com","Laura","Williams","LA","Marketing",0,1984-04-28,2010-12-01,"female"
1000652,"Loretta.Bunch@company.com","Loretta","Bunch","NE","Finance",0,1977-01-11,2014-09-02,"female"
1000653,"Tony.Courtney@company.com","Tony","Courtney","CA","Operations",0,1988-07-09,2013-07-11,"male"
1000654,"Rosie.Bowers@company.com","Rosie","Bowers","MI","Marketing",0,1992-02-13,2013-08-20,"female"
1000655,"Denver.Brashears@company.com","Denver","Brashears","PA","Finance",0,1972-01-13,2012-12-01,"male"
1000656,"Vicki.Mason@company.com","Vicki","Mason","CA","Operations",0,1989-10-27,2011-01-13,"female"
1000657,"Marion.Ross@company.com","Marion","Ross","CA","Finance",0,1991-04-27,2013-06-20,"female"
1000658,"Gordon.Press@company.com","Gordon","Press","IN","Marketing",0,1999-11-30,2015-08-05,"male"
1000659,"Debra.Barron@company.com","Debra","Barron","TX","Marketing",0,1968-11-01,2010-01-28,"female"
1000660,"Thomas.Johnson8@company.com","Thomas","Johnson","CO","Finance",0,1990-10-27,2015-11-05,"male"
1000661,"Luz.Moyer@company.com","Luz","Moyer","NY","Finance",0,1955-02-22,2014-11-09,"female"
1000662,"Walter.James@company.com","Walter","James","NJ","Finance",0,1980-07-11,1998-07-20,"male"
1000663,"Mildred.Salinas@company.com","Mildred","Salinas","AL","Finance",0,1977-06-06,2008-07-01,"female"
1000664,"Marion.Daniel@company.com","Marion","Daniel","TX","Finance",0,1951-11-06,2012-09-03,"female"
1000665,"Lynn.Monroe@company.com","Lynn","Monroe","MO","Finance",0,1994-07-08,2009-05-21,"female"
1000666,"Consuelo.Stone@company.com","Consuelo","Stone","OH","Marketing",0,1973-09-24,2012-10-22,"female"
1000667,"Carol.Bills@company.com","Carol","Bills","MI","Finance",0,1962-07-16,2013-02-19,"female"
1000668,"Ronald.Pickle@company.com","Ronald","Pickle","WI","Operations",0,1976-08-18,2010-12-02,"male"
1000669,"Wendell.Trombetta@company.com","Wendell","Trombetta","AK","Finance",0,1993-07-08,2010-04-27,"male"
1000670,"Barbara.Behrens@company.com","Barbara","Behrens","OH","Marketing",0,1975-12-06,2012-01-03,"female"
1000671,"Garland.Johnson2@company.com","Garland","Johnson","OK","Operations",0,1959-05-05,2015-05-16,"male"
1000672,"Megan.Burke@company.com","Megan","Burke","MD","Finance",0,1979-09-23,2017-06-12,"female"
1000673,"William.Inglis@company.com","William","Inglis","CO","Finance",0,1981-12-04,2010-12-29,"male"
1000674,"Marlene.Dixon@company.com","Marlene","Dixon","MA","Finance",0,1972-07-13,2012-01-19,"female"
1000675,"Nicole.Waddle@company.com","Nicole","Waddle","TX","Marketing",0,1986-08-16,2003-11-24,"female"
1000676,"Victoria.Harvey@company.com","Victoria","Harvey","OH","Operations",0,1983-10-28,2017-03-25,"female"
1000677,"Amanda.Greene@company.com","Amanda","Greene","MO","Finance",0,1999-03-20,2013-06-18,"female"
1000678,"Robin.Styles@company.com","Robin","Styles","FL","Operations",1,1990-07-09,2012-07-28,"female"
1000679,"Rodney.Montgomery@company.com","Rodney","Montgomery","KY","Finance",0,1996-04-25,2010-07-25,"male"
1000680,"Michael.Jensen2@company.com","Michael","Jensen","IL","Finance",0,1988-07-09,2014-12-18,"male"
1000681,"Raymond.Clarke@company.com","Raymond","Clarke","CA","Finance",0,1990-10-27,2016-06-23,"male"
1000682,"Candace.Gutierez@company.com","Candace","Gutierez","OH","Finance",0,1997-10-25,2013-06-01,"female"
1000683,"Freddie.Rivas@company.com","Freddie","Rivas","GA","Finance",0,1983-12-04,2016-03-12,"male"
1000684,"Steven.Sullivan@company.com","Steven","Sullivan","OH","Marketing",0,1997-06-01,2011-08-31,"male"
1000685,"Walter.Ford2@company.com","Walter","Ford","WA","Operations",0,1971-05-02,2011-11-08,"male"
1000686,"Doris.Garibay@company.com","Doris","Garibay","OH","Marketing",0,1979-08-18,2014-03-09,"female"
1000687,"Ted.Allison@company.com","Ted","Allison","IN","Finance",0,1994-04-26,2012-12-06,"male"
1000688,"Paul.Boyle@company.com","Paul","Boyle","GA","Finance",0,1974-10-30,2015-07-19,"male"
1000689,"Santiago.Larson@company.com","Santiago","Larson","NY","Marketing",0,1989-08-15,2010-03-14,"male"
1000690,"Lance.Diaz@company.com","Lance","Diaz","KY","Marketing",0,1967-03-28,2014-02-12,"male"
1000691,"Bryan.Maize@company.com","Bryan","Maize","FL","Marketing",1,1999-07-07,2013-10-05,"male"
1000692,"Lillie.Brown@company.com","Lillie","Brown","MA","Finance",0,1996-10-25,2015-12-31,"female"
1000693,"Jeffery.Walker@company.com","Jeffery","Walker","OH","Finance",0,1990-04-27,2011-06-13,"male"
1000694,"Ryan.Jaeger@company.com","Ryan","Jaeger","MO","Marketing",0,1984-02-15,2014-08-22,"male"
1000695,"Lorraine.Evans@company.com","Lorraine","Evans","GA","Finance",0,1997-01-06,2013-08-11,"female"
1000696,"David.McDill@company.com","David","McDill","PA","Finance",1,1998-08-13,2012-11-11,"male"
1000697,"Lonnie.Tillis@company.com","Lonnie","Tillis","MN","Operations",0,1969-06-08,2012-10-30,"male"
1000698,"Kevin.Chatham@company.com","Kevin","Chatham","AK","Marketing",0,1986-01-09,2000-04-09,"male"
1000699,"Bonnie.Neal@company.com","Bonnie","Neal","MA","Marketing",0,1996-06-01,2013-07-30,"female"
1000700,"Bernadette.Howard@company.com","Bernadette","Howard","IA","Operations",0,1955-11-05,2013-03-21,"female"
1000701,"Henry.Frank@company.com","Henry","Frank","GA","Marketing",0,1966-05-03,2013-11-05,"male"
1000702,"Mary.Keys@company.com","Mary","Keys","MI","Finance",0,1995-12-01,2010-03-01,"female"
1000703,"Lawrence.Rowan@company.com","Lawrence","Rowan","MD","Marketing",0,1994-10-26,2012-12-22,"male"
1000704,"Kelley.Morrison@company.com","Kelley","Morrison","MS","Marketing",1,1962-06-10,2013-02-06,"female"
1000705,"Pedro.Bosserman@company.com","Pedro","Bosserman","IN","Marketing",0,1994-03-21,2011-10-24,"male"
1000706,"James.Lee5@company.com","James","Lee","MO","Finance",1,1971-07-14,2009-10-20,"male"
1000707,"Karen.Day@company.com","Karen","Day","AL","Operations",0,1988-08-15,2012-05-07,"female"
1000708,"Angelica.Holmes@company.com","Angelica","Holmes","WA","Finance",0,1989-01-08,2016-03-10,"female"
1000709,"Melvin.Morris@company.com","Melvin","Morris","IL","Finance",0,1987-07-10,2016-04-28,"male"
1000710,"Eduardo.Hobby@company.com","Eduardo","Hobby","OH","Operations",0,1980-03-24,2015-02-06,"male"
1000711,"Irene.Miller@company.com","Irene","Miller","GA","Marketing",0,1963-02-20,2014-12-12,"female"
1000712,"Jennifer.Sanders@company.com","Jennifer","Sanders","CT","Finance",0,1987-04-28,2017-10-10,"female"
1000713,"Roseann.Davis@company.com","Roseann","Davis","CA","Marketing",0,1974-06-07,2010-06-03,"female"
1000714,"Joshua.Taylor@company.com","Joshua","Taylor","NY","Finance",0,1980-04-29,2014-10-13,"male"
1000715,"Archie.Bandy@company.com","Archie","Bandy","FL","Finance",0,1995-12-01,2010-03-01,"male"
1000716,"Stanley.English@company.com","Stanley","English","WI","Finance",0,1992-02-13,2008-07-31,"male"
1000717,"Robert.Houser@company.com","Robert","Houser","KS","Finance",0,1987-06-04,2012-05-13,"male"
1000718,"Irene.Hannah@company.com","Irene","Hannah","AZ","Marketing",0,1979-10-29,2015-03-01,"female"
1000719,"James.Colgan@company.com","James","Colgan","MT","Marketing",0,1978-08-18,2016-06-16,"male"
1000720,"Jesus.Cook@company.com","Jesus","Cook","IN","Marketing",0,1983-01-10,2012-07-10,"male"
1000721,"Jill.Stamps@company.com","Jill","Stamps","CT","Marketing",0,1998-11-30,2013-02-28,"female"
1000722,"Stacey.Knutson@company.com","Stacey","Knutson","KY","Marketing",0,1991-04-27,2005-07-26,"female"
1000723,"Gerald.Phillips@company.com","Gerald","Phillips","CA","Marketing",0,1984-08-16,2012-10-13,"male"
1000724,"David.Henry@company.com","David","Henry","SD","Finance",0,1976-02-17,2006-12-06,"male"
1000725,"Sandra.Sullivan@company.com","Sandra","Sullivan","NY","Finance",0,1999-04-25,2013-10-23,"female"
1000726,"Sarah.Chagnon@company.com","Sarah","Chagnon","MN","Finance",0,1992-09-19,2015-03-15,"female"
1000727,"Larry.Parks@company.com","Larry","Parks","NE","Finance",0,1987-03-23,2014-03-30,"male"
1000728,"Emma.Engle@company.com","Emma","Engle","NJ","Marketing",0,1972-09-24,2012-04-28,"female"
1000729,"Jacqueline.Guernsey@company.com","Jacqueline","Guernsey","FL","Finance",0,1997-11-30,2012-02-29,"female"
1000730,"Michael.Morales3@company.com","Michael","Morales","IA","Operations",0,1986-02-14,2014-06-03,"male"
1000731,"Renee.Frazier@company.com","Renee","Frazier","OK","Finance",0,1970-03-27,2016-06-30,"female"
1000732,"Minnie.Crum@company.com","Minnie","Crum","IA","Operations",0,1978-02-16,2011-10-12,"female"
1000733,"Lisa.Lynch2@company.com","Lisa","Lynch","GA","Finance",0,1984-10-27,2014-01-17,"female"
1000734,"Marilyn.Gibbons@company.com","Marilyn","Gibbons","MA","Operations",0,1989-01-08,2013-12-13,"female"
1000735,"Curtis.Prout@company.com","Curtis","Prout","NJ","Finance",0,1999-04-25,2017-02-18,"male"
1000736,"Max.Calvin@company.com","Max","Calvin","WI","Finance",0,1992-09-19,2006-12-19,"male"
1000737,"Eugene.Gonsales@company.com","Eugene","Gonsales","KY","Finance",0,1992-04-26,2014-10-10,"male"
1000738,"Kristi.Garrett@company.com","Kristi","Garrett","CA","Marketing",0,1991-03-22,2016-12-07,"female"
1000739,"Sara.Hu@company.com","Sara","Hu","FL","Finance",0,1986-01-09,2007-09-08,"female"
1000740,"Peter.Macleod@company.com","Peter","Macleod","MO","Operations",0,1997-11-30,2017-02-09,"male"
1000741,"John.Brown11@company.com","John","Brown","OK","Operations",0,1987-12-03,2004-10-30,"male"
1000742,"Henry.Hamilton2@company.com","Henry","Hamilton","TX","Marketing",0,1995-01-07,2009-04-07,"male"
1000743,"Felix.Newsome@company.com","Felix","Newsome","NY","Marketing",0,1963-08-22,2012-12-08,"male"
1000744,"Thelma.Johnson3@company.com","Thelma","Johnson","IN","Marketing",1,1969-05-02,2002-12-16,"female"
1000745,"Mayra.Acosta@company.com","Mayra","Acosta","GA","Finance",0,1980-08-17,2016-12-25,"female"
